historyid,userid,destinationid,visitdate,experiencerating,name_user,email,preferences,gender,numberofadults,numberofchildren,name_dest,state,type,popularity,besttimetovisit,reviewid,rating,reviewtext
,,260.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,7.917003558302456,Apr-Jun,,,
958.0,352.0,261.0,2024-01-01,2.0,Kavya,kavya@example.com,"Beaches, Historical",Female,1.0,0.0,Murchison Falls,Masindi,Historical,8.083688761192684,Nov-Feb,,,
424.0,835.0,261.0,2024-01-01,2.0,Meera,meera@example.com,"Beaches, Historical",Female,2.0,2.0,Murchison Falls,Masindi,Historical,8.083688761192684,Nov-Feb,,,
947.0,364.0,262.0,2024-02-15,4.0,Aanya,aanya@example.com,"Beaches, Historical",Female,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.758783397757156,Nov-Mar,,,
399.0,368.0,263.0,2024-03-20,3.0,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1.0,0.0,Kampala City,Kampala,City,9.407835019184882,Oct-Mar,,,
,,264.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.025088514803304,Sep-Mar,,,
508.0,482.0,265.0,2024-01-01,3.0,Isha,isha@example.com,"Nature, Adventure",Female,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.1417227262193,Apr-Jun,,,
153.0,851.0,266.0,2024-03-20,4.0,Anika,anika@example.com,"Nature, Adventure",Female,2.0,0.0,Murchison Falls,Masindi,Historical,8.91877315803813,Nov-Feb,,,
,,267.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.813848708103913,Nov-Mar,,,
835.0,535.0,268.0,2024-01-01,1.0,Aanya,aanya@example.com,"Beaches, Historical",Female,1.0,2.0,Kampala City,Kampala,City,8.015626863328043,Oct-Mar,,,
702.0,800.0,269.0,2024-03-20,1.0,Anika,anika@example.com,"Nature, Adventure",Female,1.0,2.0,Lake Bunyonyi,Kabale,Nature,7.588087849193326,Sep-Mar,,,
730.0,970.0,270.0,2024-01-01,5.0,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.434929744953086,Apr-Jun,,,
374.0,55.0,271.0,2024-02-15,4.0,Aanya,aanya@example.com,"Beaches, Historical",Female,2.0,0.0,Murchison Falls,Masindi,Historical,9.23228996203718,Nov-Feb,,,
199.0,24.0,272.0,2024-01-01,4.0,Karan,karan@example.com,"City, Historical",Male,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.935193696560209,Nov-Mar,,,
795.0,220.0,273.0,2024-03-20,5.0,Aanya,aanya@example.com,"Beaches, Historical",Female,2.0,0.0,Kampala City,Kampala,City,9.324373462793442,Oct-Mar,,,
573.0,474.0,273.0,2024-03-20,4.0,Ritvik,ritvik@example.com,"City, Historical",Male,2.0,2.0,Kampala City,Kampala,City,9.324373462793442,Oct-Mar,,,
930.0,302.0,274.0,2024-03-20,2.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,1.0,2.0,Lake Bunyonyi,Kabale,Nature,7.777024607207728,Sep-Mar,,,
342.0,416.0,274.0,2024-03-20,3.0,Diya,diya@example.com,"Nature, Adventure",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,7.777024607207728,Sep-Mar,,,
,,275.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.388578037562013,Apr-Jun,,,
,,276.0,,,,,,,,,Murchison Falls,Masindi,Historical,7.591070676890291,Nov-Feb,,,
241.0,594.0,277.0,2024-01-01,1.0,Tanvi,tanvi@example.com,"City, Historical",Female,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.694303252963497,Nov-Mar,,,
330.0,263.0,278.0,2024-03-20,2.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,1.0,1.0,Kampala City,Kampala,City,9.120385789350228,Oct-Mar,,,
,,279.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,7.841206949727761,Sep-Mar,,,
757.0,94.0,280.0,2024-01-01,1.0,Rohan,rohan@example.com,"Beaches, Historical",Male,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.639341731351649,Apr-Jun,,,
174.0,235.0,281.0,2024-03-20,1.0,Dhruv,dhruv@example.com,"Beaches, Historical",Male,1.0,2.0,Murchison Falls,Masindi,Historical,9.43086446632471,Nov-Feb,,,
385.0,684.0,281.0,2024-01-01,2.0,Aditya,aditya@example.com,"City, Historical",Male,1.0,0.0,Murchison Falls,Masindi,Historical,9.43086446632471,Nov-Feb,,,
188.0,742.0,281.0,2024-02-15,5.0,Aanya,aanya@example.com,"Beaches, Historical",Female,2.0,1.0,Murchison Falls,Masindi,Historical,9.43086446632471,Nov-Feb,,,
161.0,539.0,282.0,2024-02-15,4.0,Aarav,aarav@example.com,"Nature, Adventure",Male,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,8.888987617087139,Nov-Mar,,,
,,283.0,,,,,,,,,Kampala City,Kampala,City,8.219242611520933,Oct-Mar,,,
41.0,781.0,284.0,2024-02-15,3.0,Anika,anika@example.com,"Beaches, Historical",Female,1.0,0.0,Lake Bunyonyi,Kabale,Nature,9.01486652208098,Sep-Mar,,,
910.0,897.0,284.0,2024-01-01,2.0,Pooja,pooja@example.com,"City, Historical",Female,1.0,2.0,Lake Bunyonyi,Kabale,Nature,9.01486652208098,Sep-Mar,,,
403.0,594.0,285.0,2024-01-01,1.0,Tanvi,tanvi@example.com,"City, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.992391383757372,Apr-Jun,,,
,,286.0,,,,,,,,,Murchison Falls,Masindi,Historical,9.362001470283614,Nov-Feb,,,
637.0,448.0,287.0,2024-01-01,2.0,Ritvik,ritvik@example.com,"Beaches, Historical",Male,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,9.171525350501778,Nov-Mar,,,
286.0,537.0,287.0,2024-01-01,1.0,Hitesh,hitesh@example.com,"City, Historical",Male,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,9.171525350501778,Nov-Mar,,,
740.0,837.0,287.0,2024-02-15,3.0,Meera,meera@example.com,"City, Historical",Female,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,9.171525350501778,Nov-Mar,,,
434.0,673.0,288.0,2024-02-15,1.0,Anika,anika@example.com,"Beaches, Historical",Female,2.0,2.0,Kampala City,Kampala,City,8.1727822883656,Oct-Mar,,,
310.0,942.0,289.0,2024-01-01,3.0,Vivaan,vivaan@example.com,"City, Historical",Male,1.0,0.0,Lake Bunyonyi,Kabale,Nature,7.844009444111711,Sep-Mar,,,
259.0,368.0,290.0,2024-01-01,5.0,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.934186545996741,Apr-Jun,,,
811.0,386.0,290.0,2024-01-01,4.0,Hitesh,hitesh@example.com,"Nature, Adventure",Male,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.934186545996741,Apr-Jun,,,
190.0,247.0,291.0,2024-01-01,2.0,Pooja,pooja@example.com,"Beaches, Historical",Female,2.0,2.0,Murchison Falls,Masindi,Historical,8.571800372009168,Nov-Feb,,,
793.0,328.0,292.0,2024-01-01,1.0,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.259128922273915,Nov-Mar,,,
893.0,924.0,292.0,2024-02-15,1.0,Tanvi,tanvi@example.com,"City, Historical",Female,1.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.259128922273915,Nov-Mar,,,
,,293.0,,,,,,,,,Kampala City,Kampala,City,7.534360802624437,Oct-Mar,,,
845.0,811.0,294.0,2024-02-15,5.0,Rohan,rohan@example.com,"Beaches, Historical",Male,2.0,1.0,Lake Bunyonyi,Kabale,Nature,8.553046939554307,Sep-Mar,,,
616.0,674.0,295.0,2024-01-01,1.0,Aarav,aarav@example.com,"Nature, Adventure",Male,1.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.301807912303714,Apr-Jun,,,
516.0,992.0,296.0,2024-03-20,5.0,Karan,karan@example.com,"Nature, Adventure",Male,1.0,2.0,Murchison Falls,Masindi,Historical,8.01345163279451,Nov-Feb,,,
915.0,34.0,297.0,2024-03-20,1.0,Meera,meera@example.com,"Beaches, Historical",Female,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.633292996550987,Nov-Mar,,,
,,298.0,,,,,,,,,Kampala City,Kampala,City,8.804695152197962,Oct-Mar,,,
,,299.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.966364802325172,Sep-Mar,,,
,,300.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,7.799198881540521,Apr-Jun,,,
134.0,148.0,301.0,2024-02-15,2.0,Rohan,rohan@example.com,"Beaches, Historical",Male,2.0,1.0,Murchison Falls,Masindi,Historical,8.634308850859137,Nov-Feb,,,
766.0,168.0,301.0,2024-01-01,2.0,Riya,riya@example.com,"City, Historical",Female,1.0,2.0,Murchison Falls,Masindi,Historical,8.634308850859137,Nov-Feb,,,
555.0,210.0,301.0,2024-03-20,1.0,Rohan,rohan@example.com,"City, Historical",Male,1.0,1.0,Murchison Falls,Masindi,Historical,8.634308850859137,Nov-Feb,,,
830.0,254.0,301.0,2024-02-15,2.0,Riya,riya@example.com,"Nature, Adventure",Female,1.0,1.0,Murchison Falls,Masindi,Historical,8.634308850859137,Nov-Feb,,,
,,302.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,7.64928107708147,Nov-Mar,,,
75.0,328.0,303.0,2024-03-20,4.0,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2.0,0.0,Kampala City,Kampala,City,9.356796584275807,Oct-Mar,,,
846.0,606.0,303.0,2024-03-20,3.0,Riya,riya@example.com,"City, Historical",Female,2.0,2.0,Kampala City,Kampala,City,9.356796584275807,Oct-Mar,,,
,,304.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.61120828898768,Sep-Mar,,,
515.0,137.0,305.0,2024-02-15,5.0,Tanvi,tanvi@example.com,"Nature, Adventure",Female,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.111872493591813,Apr-Jun,,,
884.0,706.0,306.0,2024-02-15,2.0,Kavya,kavya@example.com,"Beaches, Historical",Female,2.0,0.0,Murchison Falls,Masindi,Historical,8.4480644643696,Nov-Feb,,,
581.0,754.0,306.0,2024-02-15,2.0,Aditya,aditya@example.com,"Beaches, Historical",Male,2.0,2.0,Murchison Falls,Masindi,Historical,8.4480644643696,Nov-Feb,,,
357.0,696.0,307.0,2024-03-20,3.0,Hitesh,hitesh@example.com,"City, Historical",Male,1.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.41986035294417,Nov-Mar,,,
673.0,722.0,307.0,2024-01-01,1.0,Pooja,pooja@example.com,"Nature, Adventure",Female,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.41986035294417,Nov-Mar,,,
,,308.0,,,,,,,,,Kampala City,Kampala,City,8.122052827503532,Oct-Mar,,,
,,309.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.122685722841448,Sep-Mar,,,
20.0,76.0,310.0,2024-02-15,2.0,Anika,anika@example.com,"Beaches, Historical",Female,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.862071974081125,Apr-Jun,,,
472.0,20.0,311.0,2024-01-01,5.0,Meera,meera@example.com,"Nature, Adventure",Female,2.0,0.0,Murchison Falls,Masindi,Historical,8.093952306204637,Nov-Feb,,,
167.0,575.0,311.0,2024-02-15,2.0,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1.0,2.0,Murchison Falls,Masindi,Historical,8.093952306204637,Nov-Feb,,,
,,312.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,7.923067612961262,Nov-Mar,,,
,,313.0,,,,,,,,,Kampala City,Kampala,City,8.160495549722198,Oct-Mar,,,
,,314.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,7.923207093856658,Sep-Mar,,,
440.0,73.0,315.0,2024-02-15,1.0,Aanya,aanya@example.com,"Beaches, Historical",Female,1.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.746686189763855,Apr-Jun,,,
938.0,485.0,315.0,2024-02-15,5.0,Aanya,aanya@example.com,"Nature, Adventure",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.746686189763855,Apr-Jun,,,
151.0,874.0,315.0,2024-01-01,3.0,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.746686189763855,Apr-Jun,,,
679.0,902.0,316.0,2024-01-01,2.0,Anika,anika@example.com,"Nature, Adventure",Female,2.0,2.0,Murchison Falls,Masindi,Historical,8.03328074273946,Nov-Feb,,,
509.0,535.0,317.0,2024-02-15,4.0,Aanya,aanya@example.com,"Beaches, Historical",Female,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,8.61779577553025,Nov-Mar,,,
,,318.0,,,,,,,,,Kampala City,Kampala,City,7.79913244942954,Oct-Mar,,,
371.0,273.0,319.0,2024-02-15,3.0,Arjun,arjun@example.com,"City, Historical",Male,2.0,1.0,Lake Bunyonyi,Kabale,Nature,8.84963555984027,Sep-Mar,,,
87.0,60.0,320.0,2024-03-20,4.0,Hitesh,hitesh@example.com,"City, Historical",Male,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.353685271308148,Apr-Jun,,,
,,321.0,,,,,,,,,Murchison Falls,Masindi,Historical,9.146376228258996,Nov-Feb,,,
615.0,668.0,322.0,2024-03-20,4.0,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,7.875971584786738,Nov-Mar,,,
,,323.0,,,,,,,,,Kampala City,Kampala,City,8.130587468948864,Oct-Mar,,,
459.0,743.0,324.0,2024-03-20,1.0,Riya,riya@example.com,"Nature, Adventure",Female,1.0,2.0,Lake Bunyonyi,Kabale,Nature,7.662104838922936,Sep-Mar,,,
,,325.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,7.767402106418881,Apr-Jun,,,
956.0,574.0,326.0,2024-02-15,2.0,Aarav,aarav@example.com,"Beaches, Historical",Male,1.0,2.0,Murchison Falls,Masindi,Historical,8.206421939119537,Nov-Feb,,,
289.0,444.0,327.0,2024-01-01,2.0,Riya,riya@example.com,"City, Historical",Female,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.382390141309063,Nov-Mar,,,
388.0,701.0,327.0,2024-01-01,5.0,Riya,riya@example.com,"Nature, Adventure",Female,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.382390141309063,Nov-Mar,,,
,,328.0,,,,,,,,,Kampala City,Kampala,City,8.631489840212462,Oct-Mar,,,
88.0,461.0,329.0,2024-01-01,1.0,Saanvi,saanvi@example.com,"Nature, Adventure",Female,1.0,0.0,Lake Bunyonyi,Kabale,Nature,8.214897900478032,Sep-Mar,,,
311.0,128.0,330.0,2024-02-15,3.0,Rohan,rohan@example.com,"Nature, Adventure",Male,2.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.63573528781037,Apr-Jun,,,
827.0,875.0,330.0,2024-02-15,2.0,Hitesh,hitesh@example.com,"Nature, Adventure",Male,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.63573528781037,Apr-Jun,,,
68.0,906.0,330.0,2024-02-15,4.0,Arjun,arjun@example.com,"City, Historical",Male,1.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.63573528781037,Apr-Jun,,,
660.0,168.0,331.0,2024-03-20,5.0,Riya,riya@example.com,"City, Historical",Female,1.0,2.0,Murchison Falls,Masindi,Historical,9.082935360672389,Nov-Feb,,,
,,332.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.942874660350423,Nov-Mar,,,
426.0,496.0,333.0,2024-03-20,1.0,Arjun,arjun@example.com,"Beaches, Historical",Male,1.0,1.0,Kampala City,Kampala,City,7.632343966795443,Oct-Mar,,,
,,334.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.710665370439624,Sep-Mar,,,
353.0,682.0,335.0,2024-02-15,2.0,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.310237104496576,Apr-Jun,,,
864.0,838.0,335.0,2024-03-20,1.0,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.310237104496576,Apr-Jun,,,
272.0,259.0,336.0,2024-02-15,4.0,Vivaan,vivaan@example.com,"Beaches, Historical",Male,1.0,0.0,Murchison Falls,Masindi,Historical,9.26879230848542,Nov-Feb,,,
,,337.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.576362703436722,Nov-Mar,,,
,,338.0,,,,,,,,,Kampala City,Kampala,City,8.139654822360953,Oct-Mar,,,
67.0,61.0,339.0,2024-01-01,5.0,Dhruv,dhruv@example.com,"Beaches, Historical",Male,2.0,2.0,Lake Bunyonyi,Kabale,Nature,8.568613099478302,Sep-Mar,,,
484.0,293.0,339.0,2024-01-01,4.0,Kavya,kavya@example.com,"Nature, Adventure",Female,1.0,0.0,Lake Bunyonyi,Kabale,Nature,8.568613099478302,Sep-Mar,,,
577.0,13.0,340.0,2024-01-01,5.0,Dhruv,dhruv@example.com,"Beaches, Historical",Male,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.051578730223218,Apr-Jun,,,
89.0,594.0,340.0,2024-02-15,3.0,Tanvi,tanvi@example.com,"City, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.051578730223218,Apr-Jun,,,
,,341.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.408281456588794,Nov-Feb,,,
,,342.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,9.379923842860553,Nov-Mar,,,
,,343.0,,,,,,,,,Kampala City,Kampala,City,7.873481445510227,Oct-Mar,,,
920.0,755.0,344.0,2024-02-15,2.0,Arjun,arjun@example.com,"Nature, Adventure",Male,2.0,2.0,Lake Bunyonyi,Kabale,Nature,9.162324692301334,Sep-Mar,,,
,,345.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,9.315488065792977,Apr-Jun,,,
361.0,844.0,346.0,2024-01-01,3.0,Aditya,aditya@example.com,"Beaches, Historical",Male,2.0,1.0,Murchison Falls,Masindi,Historical,8.969950615777162,Nov-Feb,,,
955.0,936.0,346.0,2024-01-01,4.0,Aditya,aditya@example.com,"City, Historical",Male,1.0,0.0,Murchison Falls,Masindi,Historical,8.969950615777162,Nov-Feb,,,
379.0,991.0,346.0,2024-01-01,1.0,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1.0,1.0,Murchison Falls,Masindi,Historical,8.969950615777162,Nov-Feb,,,
761.0,336.0,347.0,2024-02-15,2.0,Ritvik,ritvik@example.com,"City, Historical",Male,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,7.920959927553192,Nov-Mar,,,
552.0,122.0,348.0,2024-03-20,1.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2.0,2.0,Kampala City,Kampala,City,8.013552975522641,Oct-Mar,,,
51.0,296.0,348.0,2024-03-20,5.0,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1.0,0.0,Kampala City,Kampala,City,8.013552975522641,Oct-Mar,,,
988.0,564.0,348.0,2024-01-01,2.0,Vivaan,vivaan@example.com,"City, Historical",Male,2.0,0.0,Kampala City,Kampala,City,8.013552975522641,Oct-Mar,,,
529.0,560.0,349.0,2024-01-01,4.0,Tanvi,tanvi@example.com,"Nature, Adventure",Female,1.0,1.0,Lake Bunyonyi,Kabale,Nature,8.18621530520951,Sep-Mar,,,
486.0,936.0,350.0,2024-03-20,1.0,Aditya,aditya@example.com,"City, Historical",Male,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.950916521545693,Apr-Jun,,,
,,351.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.488999182063221,Nov-Feb,,,
435.0,527.0,352.0,2024-03-20,1.0,Karan,karan@example.com,"Nature, Adventure",Male,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.946596794608405,Nov-Mar,,,
450.0,359.0,353.0,2024-03-20,4.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2.0,1.0,Kampala City,Kampala,City,9.29747082018926,Oct-Mar,,,
819.0,206.0,354.0,2024-03-20,2.0,Riya,riya@example.com,"Nature, Adventure",Female,2.0,1.0,Lake Bunyonyi,Kabale,Nature,7.760694703272286,Sep-Mar,,,
727.0,961.0,355.0,2024-01-01,2.0,Isha,isha@example.com,"Beaches, Historical",Female,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.057546789498799,Apr-Jun,,,
483.0,721.0,356.0,2024-03-20,4.0,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2.0,1.0,Murchison Falls,Masindi,Historical,8.606176983767309,Nov-Feb,,,
805.0,106.0,357.0,2024-01-01,2.0,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.314502184896275,Nov-Mar,,,
321.0,209.0,357.0,2024-03-20,4.0,Hitesh,hitesh@example.com,"Nature, Adventure",Male,1.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.314502184896275,Nov-Mar,,,
,,358.0,,,,,,,,,Kampala City,Kampala,City,7.738761292909418,Oct-Mar,,,
996.0,634.0,359.0,2024-03-20,3.0,Dhruv,dhruv@example.com,"Beaches, Historical",Male,2.0,2.0,Lake Bunyonyi,Kabale,Nature,7.832207353651939,Sep-Mar,,,
652.0,82.0,360.0,2024-01-01,4.0,Ishaan,ishaan@example.com,"Beaches, Historical",Male,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.117132891287836,Apr-Jun,,,
267.0,247.0,361.0,2024-03-20,4.0,Pooja,pooja@example.com,"Beaches, Historical",Female,2.0,2.0,Murchison Falls,Masindi,Historical,8.134764369094412,Nov-Feb,,,
458.0,534.0,361.0,2024-02-15,2.0,Aanya,aanya@example.com,"City, Historical",Female,1.0,1.0,Murchison Falls,Masindi,Historical,8.134764369094412,Nov-Feb,,,
715.0,834.0,361.0,2024-01-01,5.0,Vivaan,vivaan@example.com,"City, Historical",Male,2.0,1.0,Murchison Falls,Masindi,Historical,8.134764369094412,Nov-Feb,,,
,,362.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.908499371844,Nov-Mar,,,
398.0,800.0,363.0,2024-02-15,3.0,Anika,anika@example.com,"Nature, Adventure",Female,1.0,2.0,Kampala City,Kampala,City,8.857005319987184,Oct-Mar,,,
,,364.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.029543990563425,Sep-Mar,,,
695.0,778.0,365.0,2024-02-15,1.0,Anika,anika@example.com,"Beaches, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.878382688353271,Apr-Jun,,,
381.0,117.0,366.0,2024-03-20,1.0,Aarav,aarav@example.com,"City, Historical",Male,2.0,1.0,Murchison Falls,Masindi,Historical,9.266030293290664,Nov-Feb,,,
277.0,647.0,366.0,2024-01-01,3.0,Riya,riya@example.com,"Nature, Adventure",Female,2.0,1.0,Murchison Falls,Masindi,Historical,9.266030293290664,Nov-Feb,,,
733.0,531.0,367.0,2024-01-01,4.0,Aanya,aanya@example.com,"City, Historical",Female,1.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.445148546462805,Nov-Mar,,,
634.0,148.0,368.0,2024-01-01,4.0,Rohan,rohan@example.com,"Beaches, Historical",Male,2.0,1.0,Kampala City,Kampala,City,8.00825181627746,Oct-Mar,,,
957.0,497.0,369.0,2024-03-20,2.0,Aarav,aarav@example.com,"Nature, Adventure",Male,2.0,1.0,Lake Bunyonyi,Kabale,Nature,7.526677667953975,Sep-Mar,,,
937.0,737.0,369.0,2024-01-01,1.0,Isha,isha@example.com,"Nature, Adventure",Female,1.0,2.0,Lake Bunyonyi,Kabale,Nature,7.526677667953975,Sep-Mar,,,
,,370.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.35737821975577,Apr-Jun,,,
92.0,855.0,371.0,2024-02-15,5.0,Pooja,pooja@example.com,"City, Historical",Female,1.0,1.0,Murchison Falls,Masindi,Historical,8.32089647558579,Nov-Feb,,,
406.0,318.0,372.0,2024-01-01,3.0,Diya,diya@example.com,"City, Historical",Female,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,7.824610910350504,Nov-Mar,,,
842.0,600.0,372.0,2024-02-15,5.0,Kavya,kavya@example.com,"City, Historical",Female,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,7.824610910350504,Nov-Mar,,,
664.0,418.0,373.0,2024-01-01,4.0,Pooja,pooja@example.com,"Beaches, Historical",Female,1.0,2.0,Kampala City,Kampala,City,9.276956975859664,Oct-Mar,,,
832.0,393.0,374.0,2024-01-01,5.0,Meera,meera@example.com,"City, Historical",Female,2.0,1.0,Lake Bunyonyi,Kabale,Nature,9.27098132194643,Sep-Mar,,,
587.0,915.0,374.0,2024-02-15,1.0,Ishaan,ishaan@example.com,"City, Historical",Male,1.0,0.0,Lake Bunyonyi,Kabale,Nature,9.27098132194643,Sep-Mar,,,
,,375.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.44823537077092,Apr-Jun,,,
,,376.0,,,,,,,,,Murchison Falls,Masindi,Historical,9.483879397405463,Nov-Feb,,,
534.0,458.0,377.0,2024-03-20,2.0,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.92228615054826,Nov-Mar,,,
897.0,681.0,378.0,2024-03-20,2.0,Aanya,aanya@example.com,"City, Historical",Female,1.0,2.0,Kampala City,Kampala,City,9.36474701059834,Oct-Mar,,,
,,379.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,7.710901822596214,Sep-Mar,,,
270.0,790.0,380.0,2024-03-20,3.0,Hitesh,hitesh@example.com,"Beaches, Historical",Male,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.658172608842527,Apr-Jun,,,
329.0,390.0,381.0,2024-02-15,5.0,Arjun,arjun@example.com,"City, Historical",Male,2.0,1.0,Murchison Falls,Masindi,Historical,9.30052503102598,Nov-Feb,,,
640.0,774.0,381.0,2024-01-01,2.0,Rohan,rohan@example.com,"City, Historical",Male,1.0,2.0,Murchison Falls,Masindi,Historical,9.30052503102598,Nov-Feb,,,
,,382.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.487140997084705,Nov-Mar,,,
200.0,88.0,383.0,2024-02-15,2.0,Dhruv,dhruv@example.com,"Beaches, Historical",Male,2.0,1.0,Kampala City,Kampala,City,8.70695511642636,Oct-Mar,,,
631.0,384.0,383.0,2024-01-01,3.0,Arjun,arjun@example.com,"City, Historical",Male,1.0,2.0,Kampala City,Kampala,City,8.70695511642636,Oct-Mar,,,
843.0,851.0,384.0,2024-03-20,4.0,Anika,anika@example.com,"Nature, Adventure",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,8.63256261554465,Sep-Mar,,,
31.0,2.0,385.0,2024-01-01,5.0,Rohan,rohan@example.com,"Nature, Adventure",Male,2.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.051203902011398,Apr-Jun,,,
